17.54	0.399297
17.21	0.404883
17.29	0.395196
17.265	0.350161
17.68	0.351863
17.66	0.355523
17.665	0.357728
17.51	0.369313
17.6	0.363493
17.625	0.3532
17.62	0.357706
17.61	0.36174
17.6	0.352763
17.555	0.357794
17.615	0.355131
17.59	0.357282
17.62	0.353345
17.535	0.367396
17.57	0.361496
17.57	0.359116
15.3	0.2550394
16.15	0.52
18.5	0.409031
14.915	0.420513
17.065	0.366813
16.095	0.357769
16.295	0.418642
17.075	0.358635
18.45	0.414933
18.85	0.398304
18.7	0.351159
16.47	0.397031
18.95	0.414543
18.4	0.393298
16.47	0.35649
15.97	0.465042
16.045	0.400452
18.7	0.376845
18.14	0.367091
15.565	0.36738
16.435	0.421213
17.005	0.407076
15.76	0.35499
17.72	0.359613
17.445	0.357291
13.545	0.41189
14.38	0.465324
16.275	0.356657
17.76	0.35476
16.94	0.371362
16.88	0.358253
16.945	0.376512
18.01	0.359741
17.105	0.356102
18.55	0.364073
18.75	0.359383
16.84	0.356342
17.305	0.414322
17.875	0.392543
16.07	0.35683
17.395	0.396204
16.875	0.38303
17.68	0.382442
18.55	0.421132
17.085	0.395729
17.32	0.34598
18.1	0.403965
18.095	0.408103
15.315	0.405674
18.15	0.365136
16.575	0.384402
18.4	0.357511
18.5	0.355745
18.7	0.361005
14.015	0.341883
17.895	0.354417
18.4	0.363665
18.15	0.362379
15.94	0.413934
18.55	0.401963
15.33	0.41169
18.215	0.378704
15.695	0.401446
15.47	0.364224
16.255	0.38836
13.65	0.359729
16.3	0.472809
17.845	0.411312
16.825	0.38094
16.945	0.351166
18.35	0.348685
17.35	0.360933
17.615	0.411855
17.52	0.358685
17.385	0.40354
16.585	0.408647
16.82	0.396868
14.95	0.417557
16.65	0.406697
16.79	0.425795
16.18	0.377393
17.865	0.400587
18.3	0.396789
16.74	0.373998
17.215	0.352468
17.44	0.351397
17.105	0.397578
16.87	0.401141
18.225	0.395935
17.035	0.364808
16.365	0.374442
18.5	0.411062
17.805	0.414512
17.315	0.356425
15.935	0.375194
18.28	0.357262
17.01	0.347875
15.065	0.406688
16.935	0.394727
18.175	0.416958
17.625	0.331673
17.065	0.388498
17.095	0.379178
16.955	0.375307
17.91	0.388921
17.95	0.395859
18.67	0.400034
17.7	0.374572
18.22	0.419233
17.825	0.350447
17.49	0.364742
13.73	0.417519
13.72	0.348755
18.035	0.35841
17.97	0.413009
17.235	0.364671
17.65	0.346374
17.945	0.398213
17.215	0.481845
17.275	0.408059
17.86	0.351155
18.5	0.367834
18.13	0.408334
18.6	0.362927
17.19	0.426495
18.7	0.399983
16.98	0.40583
16.66	0.359788
18.3	0.482702
17.995	0.355599
17.86	0.357387
16.085	0.36187
17.99	0.373419
17.025	0.355872
16.24	0.362903
11.225	0.3321423
12.05	0.410127
13.985	0.404023
16.285	0.444237
16.02	0.358319
15.555	0.366799
18.85	0.354037
17.51	0.42009
17.235	0.363631
17.825	0.417511
16.685	0.358595
16.7	0.360565
17.6	0.360447
17.565	0.385235
17.375	0.408675
15.515	0.370794
17.925	0.416018
16.485	0.353195
16.93	0.391787
17.175	0.36144
18.2	0.468035
18.2	0.3583
17.825	0.370019
18.35	0.368182
18.55	0.355529
15.95	0.369046
16.98	0.368106
16.665	0.402831
17.13	0.345262
16.895	0.348899
17.99	0.385226
16.925	0.417684
18.25	0.354717
16.985	0.355069
18.9	0.355362
18.6	0.361582
18.8	0.359335
15.59	0.406438
18.29	0.343379
17.925	0.407487
18.85	0.361391
17.14	0.411982
