14.15	
14.4	
14.5	
14.2	
12.08	
14.2	
14.6	
14.75	2.035
14.3	
14.25	
14.75	
14.25	
14.75	
14.5	
14.1	8.6321
13.75	
14.2	
14	
13.55	
15.75	
13.35	
14.25	1.7188
15.15	
14.75	
12.96	
14.35	
14	
12.65	
14.2	
14.95	
14.25	0.8099
14.75	
14	
12.75	
9.83	
14.05	28.0
14.65	0.89961
13.8	
12.75	
14.4	
13.4	
13.8	
15.75	
14.5	
13.55	
14.285	
14.75	
13.75	
13.75	
13.75	
14.45	0.4520603
14.6	
14	
15.7	
16.2	
15.1	
14.95	
14.75	
13.55	
15.8	3.07
14.7	
13.8	
14.95	
14.15	0.651622
13.55	0.68586
16.2	
13.8	
14.6	
14.05	0.93235
14	
14.05	
14.6	
14.3	
15.1	1.
14.5	6.988
14.6	0.839361
13.2	
14.25	
13.55	
14.25	
12.2	
13.7	0.4
14.9	
14.45	
14.3	0.726354
14.4	3.241743
12.25	
14.25	
18.25	
18.15	
15	
16	
14.75	
15.25	
13.7	
14.6	
14.2	
14.3	
15	2.576225
14.35	
16	
17.9	1.21
16.95	3.43112
14.75	2.77901
17.6	1.1338
14.2	
14.8	
15.1	0.58446
16	
15.9	
16.3	
12.3	
13.1	
13.95	
12.685	
13.5	
13.25	
14.15	
12.85	1.7
14.35	
15.25	
14.65	1.58392
14.65	1.25797
14.75	
15.75	
14.9	
14.75	
15.05	12.
14.2	
14.05	
12.8	
15.25	
15	
13.95	
15.1	3.8221
14.8	6.2148
15.5	2.6448
14	0.82361
14.2	
15.35	
18.15	0.9487
16.415	2.27
17.55	0.9001
18	3.7
15.55	0.51
17.65	
15.8	1.51674
17.95	
16.8	2.9437
15.6	
14.9	
15.4	0.44915
15.65	0.52558
17.35	
16.8	7.9252
16.1	
17.35	5.15039
13.7	
14.65	
14.5	1.0762
15.65	1.881
14.6	
13.05	
13.2	
14.65	2.13817
14.6	4.9363
13.1	8.71294
14.55	0.61862
13.9	4.7947
13.4	
14.5	
17.95	
17.55	0.35218
15.75	
16.55	1.1
18.6	
14.75	
8.76	
